shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
220:42,48.164760,-122.183950,30008,1191.31
220:42,48.165690,-122.184640,30009,1306.74
220:42,48.165839,-122.184754,30010,1325.39
220:42,48.166410,-122.185190,40002,1396.65
220:42,48.167000,-122.185630,40003,1469.96
220:42,48.166994,-122.184063,40004,1586.54
220:42,48.166990,-122.182880,50002,1674.51
220:42,48.166990,-122.180110,50003,1880.55
220:42,48.166970,-122.178690,50004,1986.20
220:42,48.166970,-122.178380,50005,2009.27
220:42,48.166950,-122.174230,50006,2317.94
220:42,48.166940,-122.173040,50007,2406.46
220:42,48.166900,-122.171440,50008,2525.54
220:42,48.166880,-122.168320,50009,2757.62
220:42,48.166850,-122.167370,50010,2828.36
220:42,48.166860,-122.167250,50011,2837.38
220:42,48.166900,-122.167130,50012,2847.35
220:42,48.166950,-122.167020,50013,2857.26
220:42,48.167020,-122.166940,50014,2867.04
220:42,48.167070,-122.166900,50015,2873.32
220:42,48.167170,-122.166900,50016,2884.44
220:42,48.167638,-122.166910,50017,2936.53
220:42,48.169876,-122.166956,60002,3185.34
220:42,48.170060,-122.166960,70002,3205.79
220:42,48.171810,-122.167010,70003,3400.41
220:42,48.171928,-122.167011,70004,3413.55
220:42,48.173520,-122.167020,80002,3590.57
220:42,48.174050,-122.167010,80003,3649.49
220:42,48.174500,-122.167010,80004,3699.51
220:42,48.175040,-122.167010,80005,3759.56
220:42,48.175360,-122.167010,80006,3795.13
220:42,48.176370,-122.167020,80007,3907.41
220:42,48.176450,-122.167000,80008,3916.44
220:42,48.176570,-122.167060,80009,3930.52
220:42,48.176600,-122.166200,80010,3994.56
220:42,48.176610,-122.165700,80011,4031.77
220:42,48.176630,-122.164990,80012,4084.62
220:42,48.176640,-122.164330,80013,4133.70
220:42,48.176650,-122.163950,80014,4161.98
220:42,48.176660,-122.163638,80015,4185.21
220:42,48.176700,-122.162340,90002,4281.83
220:42,48.176730,-122.161160,90003,4369.64
220:42,48.176779,-122.159179,90004,4517.07
220:42,48.176790,-122.158730,100002,4550.48
220:42,48.176820,-122.157510,100003,4641.28
220:42,48.176830,-122.157250,100004,4660.67
220:42,48.176850,-122.156740,100005,4698.64
220:42,48.176880,-122.156090,100006,4747.11
220:42,48.176920,-122.155240,100007,4810.48
220:42,48.176930,-122.154950,100008,4832.06
220:42,48.176930,-122.154750,100009,4846.93
220:42,48.176930,-122.154430,100010,4870.70
220:42,48.176920,-122.154020,100011,4901.21
220:42,48.176910,-122.153500,100012,4939.89
220:42,48.176910,-122.153160,100013,4965.16
220:42,48.176910,-122.152990,100014,4977.81
220:42,48.176920,-122.152850,100015,4988.27
220:42,48.176930,-122.152720,100016,4998.02
220:42,48.176940,-122.152590,100017,5007.77
220:42,48.176950,-122.152490,100018,5015.27
220:42,48.176970,-122.152350,100019,5025.91
220:42,48.176990,-122.152230,100020,5035.11
220:42,48.177020,-122.152090,100021,5046.02
220:42,48.177050,-122.151960,100022,5056.27
220:42,48.177090,-122.151800,100023,5068.98
220:42,48.177120,-122.151690,100024,5077.78
220:42,48.177190,-122.151460,100025,5096.59
220:42,48.177240,-122.151300,100026,5109.73
220:42,48.177290,-122.151150,100027,5122.19
220:42,48.177320,-122.151070,100028,5129.02
220:42,48.177350,-122.150990,100029,5135.85
220:42,48.177390,-122.150900,100030,5143.90
220:42,48.177460,-122.150750,100031,5157.52
220:42,48.177540,-122.150600,100032,5171.79
220:42,48.177630,-122.150440,100033,5187.30
220:42,48.177730,-122.150280,100034,5203.61
220:42,48.177920,-122.149990,100035,5233.78
220:42,48.178120,-122.149710,100036,5264.26
220:42,48.178210,-122.149590,100037,5277.64
220:42,48.178280,-122.149500,100038,5287.91
220:42,48.178340,-122.149430,100039,5296.39
220:42,48.178400,-122.149370,100040,5304.40
220:42,48.178490,-122.149280,100041,5316.44
220:42,48.178550,-122.149230,100042,5324.06
220:42,48.178630,-122.149170,100043,5334.03
220:42,48.178690,-122.149130,100044,5341.32
220:42,48.178760,-122.149090,100045,5349.67
220:42,48.178840,-122.149050,100046,5359.05
220:42,48.179010,-122.148970,100047,5378.84
220:42,48.179110,-122.148930,100048,5390.36
220:42,48.179170,-122.148910,100049,5397.18
220:42,48.179280,-122.148880,100050,5409.62
220:42,48.179370,-122.148860,100051,5419.74
220:42,48.179540,-122.148830,100052,5438.79
220:42,48.179630,-122.148820,100053,5448.79
220:42,48.179800,-122.148810,100054,5467.72
220:42,48.179890,-122.148800,100055,5477.74
220:42,48.179930,-122.148790,100056,5482.22
220:42,48.179980,-122.148770,100057,5487.98
220:42,48.180020,-122.148750,100058,5492.68
220:42,48.180060,-122.148720,100059,5497.68
220:42,48.180090,-122.148690,100060,5501.67
220:42,48.180120,-122.148660,100061,5505.66
220:42,48.180150,-122.148620,100062,5510.14
220:42,48.180180,-122.148570,100063,5515.14
220:42,48.180200,-122.148530,100064,5518.86
220:42,48.180220,-122.148480,100065,5523.19
220:42,48.180250,-122.148390,100066,5530.69
220:42,48.180280,-122.148290,100067,5538.83
220:42,48.180390,-122.147910,100068,5569.64
220:42,48.180720,-122.146720,100069,5665.44
220:42,48.180780,-122.146490,100070,5683.79
220:42,48.180830,-122.146310,100071,5698.27
220:42,48.180860,-122.146190,100072,5707.81
220:42,48.180880,-122.146100,100073,5714.88
220:42,48.180900,-122.146000,100074,5722.65
220:42,48.180910,-122.145930,100075,5727.95
220:42,48.180920,-122.145840,100076,5734.72
220:42,48.180930,-122.145740,100077,5742.25
220:42,48.180940,-122.145570,100078,5754.93
220:42,48.180940,-122.145510,100079,5759.41
220:42,48.180940,-122.145240,100080,5779.47
220:42,48.180930,-122.144330,100081,5847.13
220:42,48.180920,-122.143670,100082,5896.23
220:42,48.180900,-122.141890,100083,6028.58
220:42,48.180900,-122.141180,100084,6081.37
220:42,48.180900,-122.140950,100085,6098.47
220:42,48.180890,-122.140420,100086,6137.88
220:42,48.180880,-122.140140,100087,6158.76
220:42,48.180870,-122.139740,100088,6188.51
220:42,48.180866,-122.139596,100089,6199.24
220:42,48.180860,-122.139360,110002,6216.79
220:42,48.180860,-122.138990,110003,6244.32
220:42,48.180850,-122.138070,110004,6312.71
220:42,48.180850,-122.137830,110005,6330.57
220:42,48.180850,-122.137150,110006,6381.11
220:42,48.180850,-122.136720,110007,6413.08
220:42,48.180860,-122.134540,110008,6575.18
220:42,48.180851,-122.134162,110009,6603.31
220:42,48.180850,-122.134110,120002,6607.18
220:42,48.180850,-122.133710,120003,6636.90
220:42,48.180850,-122.133290,120004,6668.14
220:42,48.180834,-122.131772,120005,6781.04
220:42,48.180830,-122.131390,130002,6809.41
220:42,48.180830,-122.130810,130003,6852.54
220:42,48.180830,-122.130680,130004,6862.21
220:42,48.180830,-122.130130,130005,6903.11
220:42,48.180830,-122.129700,130006,6935.08
220:42,48.180830,-122.129590,130007,6943.25
220:42,48.180840,-122.128930,130008,6992.36
220:42,48.180840,-122.128250,130009,7042.89
220:42,48.180840,-122.127930,130010,7066.70
220:42,48.180850,-122.127220,130011,7119.49
220:42,48.180850,-122.127070,130012,7130.64
220:42,48.180850,-122.126800,130013,7150.73
220:42,48.180850,-122.126670,130014,7160.39
220:42,48.180820,-122.126680,130015,7163.81
220:42,48.180790,-122.126680,130016,7167.13
220:42,48.180760,-122.126670,130017,7170.54
220:42,48.180730,-122.126650,130018,7174.20
220:42,48.180710,-122.126630,130019,7176.88
220:42,48.180690,-122.126590,130020,7180.60
220:42,48.180680,-122.126540,130021,7184.50
220:42,48.180680,-122.126490,130022,7188.22
220:42,48.180680,-122.126450,130023,7191.18
220:42,48.180690,-122.126380,130024,7196.51
220:42,48.180700,-122.126330,130025,7200.38
220:42,48.180710,-122.126290,130026,7203.55
220:42,48.180730,-122.126240,130027,7207.91
220:42,48.180750,-122.126210,130028,7211.05
220:42,48.180770,-122.126190,130029,7213.73
220:42,48.180790,-122.126170,130030,7216.41
220:42,48.180820,-122.126150,130031,7220.07
220:42,48.180840,-122.126140,130032,7222.39
220:42,48.180840,-122.126010,130033,7232.05
220:42,48.180840,-122.125860,130034,7243.21
220:42,48.180840,-122.125680,130035,7256.59
220:42,48.180840,-122.125590,130036,7263.29
220:42,48.180840,-122.125380,130037,7278.90
220:42,48.180840,-122.125341,130038,7281.76
220:42,48.180840,-122.125000,140002,7307.15
220:42,48.180860,-122.124750,140003,7325.87
220:42,48.180870,-122.124610,140004,7336.32
220:42,48.180910,-122.124300,140005,7359.82
220:42,48.180980,-122.124030,140006,7381.34
220:42,48.181070,-122.123770,140007,7403.10
220:42,48.181200,-122.123490,140008,7428.46
220:42,48.181300,-122.123320,140009,7445.29
220:42,48.181440,-122.123130,140010,7466.32
220:42,48.181580,-122.122970,140011,7485.92
220:42,48.181740,-122.122820,140012,7506.95
220:42,48.181920,-122.122710,140013,7528.56
220:42,48.182120,-122.122620,140014,7551.79
220:42,48.182340,-122.122570,140015,7576.50
220:42,48.182497,-122.122554,140016,7594.00
220:42,48.182640,-122.122540,150002,7609.94
220:42,48.182930,-122.122480,150003,7642.49
220:42,48.183130,-122.122400,150004,7665.54
220:42,48.183290,-122.122290,150005,7685.11
220:42,48.183470,-122.122150,150006,7707.66
220:42,48.183630,-122.121970,150007,7729.94
220:42,48.183760,-122.121790,150008,7749.63
220:42,48.183900,-122.121540,150009,7773.89
220:42,48.184020,-122.121270,150010,7798.00
220:42,48.184040,-122.121210,150011,7802.97
220:42,48.184130,-122.120880,150012,7829.49
220:42,48.184170,-122.120670,150013,7845.70
220:42,48.184200,-122.120420,150014,7864.60
220:42,48.184210,-122.120180,150015,7882.49
220:42,48.184210,-122.119910,150016,7902.55
220:42,48.184210,-122.119710,150017,7917.42
220:42,48.184220,-122.119300,150018,7947.93
220:42,48.184220,-122.119250,150019,7951.65
220:42,48.184220,-122.119080,150020,7964.30
220:42,48.184220,-122.118850,150021,7981.40
220:42,48.184220,-122.118210,150022,8028.98
220:42,48.184584,-122.118151,150023,8069.64
220:42,48.185080,-122.118070,160002,8125.14
220:42,48.185717,-122.118000,160003,8196.13
220:42,48.185990,-122.117970,170002,8226.58
220:42,48.186210,-122.117940,170003,8251.18
220:42,48.186840,-122.117870,170004,8321.41
220:42,48.187180,-122.117830,170005,8359.32
220:42,48.187810,-122.117780,170006,8429.49
220:42,48.188250,-122.117760,170007,8478.44
220:42,48.188470,-122.117730,170008,8503.01
220:42,48.188737,-122.117704,170009,8532.69
220:42,48.188980,-122.117680,180002,8559.82
220:42,48.189100,-122.117680,180003,8573.17
220:42,48.189400,-122.117650,180004,8606.61
220:42,48.189580,-122.117630,180005,8626.69
220:42,48.189820,-122.117610,180006,8653.39
220:42,48.189890,-122.117600,180007,8661.23
220:42,48.189960,-122.117590,180008,8669.06
220:42,48.190140,-122.117560,180009,8689.18
220:42,48.190440,-122.117510,180010,8722.74
220:42,48.191210,-122.117500,180011,8808.35
220:42,48.192400,-122.117490,180012,8940.67
220:42,48.192407,-122.117927,180013,8973.16
220:42,48.192410,-122.118170,190002,8991.23
220:42,48.192420,-122.118420,190003,9009.86
220:42,48.192420,-122.118490,190004,9015.07
220:42,48.192430,-122.118790,190005,9037.41
220:42,48.192420,-122.119550,190006,9093.92
220:42,48.192420,-122.120090,190007,9134.06
220:42,48.192430,-122.120640,190008,9174.97
220:42,48.192430,-122.120710,190009,9180.15
220:42,48.192440,-122.121360,190010,9228.49
220:42,48.192440,-122.121480,190011,9237.39
220:42,48.192440,-122.121906,190012,9269.06
220:42,48.192440,-122.122660,200002,9325.11
220:42,48.191270,-122.122700,200003,9455.23
220:42,48.190860,-122.122710,200004,9500.83
220:42,48.190070,-122.122720,200005,9588.67
220:42,48.188860,-122.122710,200006,9723.18
220:42,48.187930,-122.122760,200007,9826.66
220:42,48.187860,-122.122780,200008,9834.59
220:42,48.187790,-122.122830,200009,9843.21
220:42,48.187740,-122.123780,200010,9914.05
220:42,48.187740,-122.123930,200011,9925.20
220:42,48.187740,-122.124050,200012,9934.13
220:42,48.187740,-122.125320,200013,10028.53
220:42,48.187750,-122.126640,200014,10126.67
220:42,48.187960,-122.126560,200015,10150.78
220:42,48.188910,-122.126560,200016,10256.40
220:42,48.190120,-122.126520,200017,10390.94
220:42,48.191350,-122.126470,200018,10527.73
220:42,48.191510,-122.126460,200019,10545.56
220:42,48.191610,-122.126460,200020,10556.66
220:42,48.191820,-122.126460,200021,10580.00
220:42,48.192080,-122.126460,200022,10608.93
220:42,48.192270,-122.126450,200023,10630.05
220:42,48.192410,-122.126450,200024,10645.63
220:42,48.192480,-122.126450,200025,10653.40
220:42,48.192750,-122.126450,200026,10683.42
220:42,48.193010,-122.126440,200027,10712.35
220:42,48.193230,-122.126440,200028,10736.79
220:42,48.193700,-122.126430,200029,10789.07
220:42,48.193940,-122.126424,200030,10815.74
220:42,48.194530,-122.126410,210002,10881.36
220:42,48.194890,-122.126400,210003,10921.38
220:42,48.195320,-122.126390,210004,10969.20
220:42,48.195580,-122.126380,210005,10998.13
220:42,48.196100,-122.126360,210006,11055.98
220:42,48.196380,-122.126350,210007,11087.13
220:42,48.197310,-122.126310,210008,11190.58
220:42,48.197518,-122.126303,210009,11213.71
220:42,48.197600,-122.126300,220002,11222.86
220:42,48.197900,-122.126280,220003,11256.23
220:42,48.198130,-122.126270,220004,11281.81
220:42,48.198240,-122.126270,220005,11294.06
220:42,48.198330,-122.126260,220006,11304.09
220:42,48.198610,-122.126260,220007,11335.21
220:42,48.198600,-122.125670,220008,11379.07
220:42,48.198600,-122.125520,220009,11390.19
220:42,48.198600,-122.125380,220010,11400.62
220:42,48.198570,-122.125350,220011,11404.61
220:42,48.198540,-122.125280,220012,11410.80
220:42,48.198530,-122.125160,220013,11419.79
220:42,48.198550,-122.125120,220014,11423.51
220:42,48.198630,-122.125070,220015,11433.14
220:42,48.198690,-122.125100,220016,11440.18
220:42,48.198730,-122.125160,220017,11446.46
220:42,48.198740,-122.125260,220018,11453.96
220:42,48.199120,-122.125260,220019,11496.20
220:42,48.199500,-122.125240,220020,11538.48
220:42,48.199807,-122.125201,220021,11572.74
220:43,48.199142,-122.125259,10001,0.00
220:43,48.199120,-122.125260,10002,2.41
220:43,48.198740,-122.125260,10003,44.65
220:43,48.198720,-122.125330,10004,50.32
220:43,48.198680,-122.125390,10005,56.63
220:43,48.198680,-122.125500,10006,64.80
220:43,48.198690,-122.125680,10007,78.21
220:43,48.198710,-122.126250,10008,120.64
220:43,48.198610,-122.126260,10009,131.77
220:43,48.198330,-122.126260,10010,162.89
220:43,48.198240,-122.126270,10011,172.91
220:43,48.198130,-122.126270,10012,185.17
220:43,48.197900,-122.126280,10013,210.74
220:43,48.197600,-122.126300,10014,244.11
220:43,48.197431,-122.126306,10015,262.98
220:43,48.197310,-122.126310,20002,276.39
220:43,48.196380,-122.126350,20003,379.84
220:43,48.196100,-122.126360,20004,410.99
220:43,48.195580,-122.126380,20005,468.84
220:43,48.195320,-122.126390,20006,497.77
220:43,48.194890,-122.126400,20007,545.59
220:43,48.194530,-122.126410,20008,585.61
220:43,48.194415,-122.126413,20009,598.38
220:43,48.193700,-122.126430,30002,677.91
220:43,48.193230,-122.126440,30003,730.18
220:43,48.193010,-122.126440,30004,754.62
220:43,48.192750,-122.126450,30005,783.55
220:43,48.192480,-122.126450,30006,813.57
220:43,48.192480,-122.125860,30007,857.43
220:43,48.192470,-122.125140,30008,910.99
220:43,48.192450,-122.123920,30009,1001.73
220:43,48.192440,-122.122660,30010,1095.39
220:43,48.192440,-122.122230,30011,1127.36
220:43,48.192440,-122.121480,40002,1183.11
220:43,48.192440,-122.121360,40003,1192.01
220:43,48.192430,-122.120710,40004,1240.35
220:43,48.192430,-122.120640,40005,1245.53
220:43,48.192420,-122.120090,40006,1286.44
220:43,48.192420,-122.119550,40007,1326.58
220:43,48.192427,-122.119047,40008,1363.98
220:43,48.192430,-122.118790,50002,1383.09
220:43,48.192420,-122.118490,50003,1405.43
220:43,48.192420,-122.118420,50004,1410.64
220:43,48.192410,-122.118170,50005,1429.27
220:43,48.192400,-122.117490,50006,1479.83
220:43,48.191210,-122.117500,50007,1612.15
220:43,48.190440,-122.117510,50008,1697.77
220:43,48.190140,-122.117560,50009,1731.32
220:43,48.189960,-122.117590,50010,1751.44
220:43,48.189890,-122.117600,50011,1759.28
220:43,48.189820,-122.117610,50012,1767.11
220:43,48.189580,-122.117630,50013,1793.81
220:43,48.189400,-122.117650,50014,1813.90
220:43,48.189100,-122.117680,50015,1847.33
220:43,48.188980,-122.117680,50016,1860.68
220:43,48.188791,-122.117699,50017,1881.68
220:43,48.188470,-122.117730,60002,1917.50
220:43,48.188250,-122.117760,60003,1942.06
220:43,48.187810,-122.117780,60004,1991.01
220:43,48.187180,-122.117830,60005,2061.18
220:43,48.186840,-122.117870,60006,2099.10
220:43,48.186210,-122.117940,60007,2169.32
220:43,48.185990,-122.117970,60008,2193.92
220:43,48.185755,-122.117996,60009,2220.07
220:43,48.185080,-122.118070,70002,2295.36
220:43,48.184220,-122.118210,70003,2391.55
220:43,48.184220,-122.118729,70004,2430.14
220:43,48.184220,-122.118850,80002,2439.13
220:43,48.184220,-122.119080,80003,2456.23
220:43,48.184220,-122.119250,80004,2468.88
220:43,48.184220,-122.119300,80005,2472.60
220:43,48.184210,-122.119710,80006,2503.11
220:43,48.184210,-122.119910,80007,2517.98
220:43,48.184210,-122.120180,80008,2538.04
220:43,48.184200,-122.120420,80009,2555.93
220:43,48.184170,-122.120670,80010,2574.83
220:43,48.184130,-122.120880,80011,2591.04
220:43,48.184040,-122.121210,80012,2617.56
220:43,48.184020,-122.121270,80013,2622.53
220:43,48.183900,-122.121540,80014,2646.64
220:43,48.183760,-122.121790,80015,2670.90
220:43,48.183630,-122.121970,80016,2690.59
220:43,48.183470,-122.122150,80017,2712.87
220:43,48.183290,-122.122290,80018,2735.43
220:43,48.183130,-122.122400,80019,2755.00
220:43,48.182998,-122.122452,80020,2770.17
220:43,48.182930,-122.122480,90002,2778.04
220:43,48.182640,-122.122540,90003,2810.59
220:43,48.182340,-122.122570,90004,2844.03
220:43,48.182120,-122.122620,90005,2868.75
220:43,48.181920,-122.122710,90006,2891.97
220:43,48.181740,-122.122820,90007,2913.58
220:43,48.181580,-122.122970,90008,2934.61
220:43,48.181440,-122.123130,90009,2954.21
220:43,48.181300,-122.123320,90010,2975.24
220:43,48.181200,-122.123490,90011,2992.07
220:43,48.181070,-122.123770,90012,3017.43
220:43,48.180980,-122.124030,90013,3039.19
220:43,48.180910,-122.124300,90014,3060.71
220:43,48.180870,-122.124610,90015,3084.21
220:43,48.180860,-122.124750,90016,3094.66
220:43,48.180840,-122.125000,90017,3113.38
220:43,48.180840,-122.125380,90018,3141.63
220:43,48.180840,-122.125590,90019,3157.24
220:43,48.180840,-122.125680,90020,3163.95
220:43,48.180840,-122.125860,90021,3177.33
220:43,48.180840,-122.126010,90022,3188.48
220:43,48.180840,-122.126140,90023,3198.14
220:43,48.180870,-122.126140,90024,3201.50
220:43,48.180900,-122.126150,90025,3204.88
220:43,48.180920,-122.126160,90026,3207.23
220:43,48.180940,-122.126180,90027,3209.91
220:43,48.180960,-122.126210,90028,3213.05
220:43,48.180970,-122.126230,90029,3214.91
220:43,48.180980,-122.126270,90030,3218.08
220:43,48.180980,-122.126320,90031,3221.80
220:43,48.180980,-122.126360,90032,3224.78
220:43,48.180970,-122.126430,90033,3230.09
220:43,48.180960,-122.126470,90034,3233.26
220:43,48.180950,-122.126510,90035,3236.46
220:43,48.180930,-122.126560,90036,3240.79
220:43,48.180900,-122.126610,90037,3245.78
220:43,48.180870,-122.126650,90038,3250.27
220:43,48.180850,-122.126670,90039,3252.95
220:43,48.180850,-122.126800,90040,3262.61
220:43,48.180850,-122.127070,90041,3282.70
220:43,48.180850,-122.127220,90042,3293.85
220:43,48.180844,-122.127629,90043,3324.27
220:43,48.180840,-122.127930,100002,3346.64
220:43,48.180840,-122.128250,100003,3370.45
220:43,48.180840,-122.128930,100004,3420.98
220:43,48.180830,-122.129590,100005,3470.09
220:43,48.180830,-122.129700,100006,3478.26
220:43,48.180830,-122.130130,100007,3510.23
220:43,48.180830,-122.130680,100008,3551.13
220:43,48.180830,-122.130810,100009,3560.80
220:43,48.180830,-122.131390,100010,3603.92
220:43,48.180834,-122.131767,100011,3631.94
220:43,48.180850,-122.133290,110002,3745.20
220:43,48.180850,-122.133710,110003,3776.44
220:43,48.180850,-122.134110,110004,3806.16
220:43,48.180860,-122.134540,110005,3838.16
220:43,48.180860,-122.134578,110006,3840.94
220:43,48.180850,-122.136720,120002,4000.26
220:43,48.180850,-122.137150,120003,4032.23
220:43,48.180850,-122.137830,120004,4082.77
220:43,48.180850,-122.138070,120005,4100.63
220:43,48.180860,-122.138990,120006,4169.02
220:43,48.180860,-122.139360,120007,4196.55
220:43,48.180870,-122.139740,120008,4224.80
220:43,48.180880,-122.140140,120009,4254.55
220:43,48.180890,-122.140420,120010,4275.43
220:43,48.180900,-122.140950,120011,4314.84
220:43,48.180900,-122.141180,120012,4331.94
220:43,48.180900,-122.141332,120013,4343.22
220:43,48.180900,-122.141890,130002,4384.73
220:43,48.180920,-122.143670,130003,4517.07
220:43,48.180930,-122.144330,130004,4566.18
220:43,48.180940,-122.145240,130005,4633.84
220:43,48.180940,-122.145510,130006,4653.90
220:43,48.180940,-122.145570,130007,4658.38
220:43,48.180930,-122.145740,130008,4671.06
220:43,48.180920,-122.145840,130009,4678.59
220:43,48.180910,-122.145930,130010,4685.35
220:43,48.180900,-122.146000,130011,4690.66
220:43,48.180880,-122.146100,130012,4698.43
220:43,48.180860,-122.146190,130013,4705.50
220:43,48.180830,-122.146310,130014,4715.04
220:43,48.180780,-122.146490,130015,4729.52
220:43,48.180720,-122.146720,130016,4747.87
220:43,48.180390,-122.147910,130017,4843.67
220:43,48.180280,-122.148290,130018,4874.48
220:43,48.180250,-122.148390,130019,4882.62
220:43,48.180220,-122.148480,130020,4890.12
220:43,48.180200,-122.148530,130021,4894.45
220:43,48.180180,-122.148570,130022,4898.17
220:43,48.180150,-122.148620,130023,4903.17
220:43,48.180120,-122.148660,130024,4907.65
220:43,48.180090,-122.148690,130025,4911.64
220:43,48.180060,-122.148720,130026,4915.63
220:43,48.180020,-122.148750,130027,4920.63
220:43,48.179980,-122.148770,130028,4925.32
220:43,48.179930,-122.148790,130029,4931.08
220:43,48.179890,-122.148800,130030,4935.57
220:43,48.179800,-122.148810,130031,4945.59
220:43,48.179630,-122.148820,130032,4964.52
220:43,48.179540,-122.148830,130033,4974.52
220:43,48.179370,-122.148860,130034,4993.57
220:43,48.179280,-122.148880,130035,5003.69
220:43,48.179170,-122.148910,130036,5016.12
220:43,48.179110,-122.148930,130037,5022.95
220:43,48.179010,-122.148970,130038,5034.47
220:43,48.178840,-122.149050,130039,5054.25
220:43,48.178760,-122.149090,130040,5063.64
220:43,48.178690,-122.149130,130041,5071.99
220:43,48.178630,-122.149170,130042,5079.28
220:43,48.178550,-122.149230,130043,5089.25
220:43,48.178490,-122.149280,130044,5096.87
220:43,48.178400,-122.149370,130045,5108.91
220:43,48.178340,-122.149430,130046,5116.92
220:43,48.178280,-122.149500,130047,5125.39
220:43,48.178210,-122.149590,130048,5135.67
220:43,48.178120,-122.149710,130049,5149.05
220:43,48.177920,-122.149990,130050,5179.53
220:43,48.177730,-122.150280,130051,5209.70
220:43,48.177630,-122.150440,130052,5226.01
220:43,48.177540,-122.150600,130053,5241.52
220:43,48.177460,-122.150750,130054,5255.79
220:43,48.177390,-122.150900,130055,5269.41
220:43,48.177350,-122.150990,130056,5277.46
220:43,48.177320,-122.151070,130057,5284.29
220:43,48.177290,-122.151150,130058,5291.11
220:43,48.177240,-122.151300,130059,5303.58
220:43,48.177190,-122.151460,130060,5316.72
220:43,48.177120,-122.151690,130061,5335.52
220:43,48.177090,-122.151800,130062,5344.33
220:43,48.177050,-122.151960,130063,5357.04
220:43,48.177020,-122.152090,130064,5367.28
220:43,48.176990,-122.152230,130065,5378.20
220:43,48.176970,-122.152350,130066,5387.40
220:43,48.176950,-122.152490,130067,5398.04
220:43,48.176940,-122.152590,130068,5405.54
220:43,48.176930,-122.152720,130069,5415.29
220:43,48.176920,-122.152850,130070,5425.04
220:43,48.176910,-122.152990,130071,5435.50
220:43,48.176910,-122.153160,130072,5448.15
220:43,48.176910,-122.153500,130073,5473.42
220:43,48.176920,-122.154020,130074,5512.09
220:43,48.176930,-122.154430,130075,5542.60
220:43,48.176930,-122.154750,130076,5566.38
220:43,48.176930,-122.154950,130077,5581.25
220:43,48.176920,-122.155240,130078,5602.83
220:43,48.176880,-122.156090,130079,5666.20
220:43,48.176850,-122.156740,130080,5714.66
220:43,48.176830,-122.157250,130081,5752.64
220:43,48.176820,-122.157510,130082,5772.03
220:43,48.176790,-122.158730,130083,5862.83
220:43,48.176777,-122.159256,130084,5901.99
220:43,48.176730,-122.161160,140002,6043.67
220:43,48.176700,-122.162340,140003,6131.48
220:43,48.176650,-122.163950,140004,6251.36
220:43,48.176640,-122.164330,140005,6279.64
220:43,48.176637,-122.164567,140006,6297.29
220:43,48.176630,-122.164990,150002,6328.71
220:43,48.176610,-122.165700,150003,6381.57
220:43,48.176600,-122.166200,150004,6418.78
220:43,48.176570,-122.167060,150005,6482.82
220:43,48.176450,-122.167000,150006,6496.90
220:43,48.176370,-122.167020,150007,6505.93
220:43,48.175360,-122.167010,150008,6618.21
220:43,48.175040,-122.167010,150009,6653.78
220:43,48.174500,-122.167010,150010,6713.83
220:43,48.174050,-122.167010,150011,6763.85
220:43,48.173520,-122.167020,150012,6822.76
220:43,48.171810,-122.167010,150013,7012.93
220:43,48.171499,-122.167001,150014,7047.46
220:43,48.170060,-122.166960,160002,7207.54
220:43,48.169639,-122.166951,160003,7254.36
220:43,48.167634,-122.166910,170002,7477.32
220:43,48.167170,-122.166900,180002,7528.90
220:43,48.167070,-122.166900,180003,7540.02
220:43,48.167020,-122.166940,180004,7546.30
220:43,48.166950,-122.167020,180005,7556.08
220:43,48.166900,-122.167130,180006,7565.99
220:43,48.166860,-122.167250,180007,7575.96
220:43,48.166850,-122.167370,180008,7584.98
220:43,48.166880,-122.168320,180009,7655.72
220:43,48.166883,-122.168826,180010,7693.37
220:43,48.166900,-122.171440,190002,7887.77
220:43,48.166940,-122.173040,190003,8006.85
220:43,48.166950,-122.174230,190004,8095.37
220:43,48.166970,-122.178380,190005,8404.04
220:43,48.166970,-122.178690,190006,8427.11
220:43,48.166990,-122.180110,190007,8532.75
220:43,48.166990,-122.182880,190008,8738.80
220:43,48.166995,-122.184125,190009,8831.43
220:43,48.167000,-122.185630,200002,8943.35
220:43,48.166410,-122.185190,200003,9016.65
220:43,48.165841,-122.184755,200004,9087.70
220:43,48.165690,-122.184640,210002,9106.57
220:43,48.164760,-122.183950,210003,9222.00
220:43,48.164500,-122.183750,210004,9254.52
220:43,48.163850,-122.183270,210005,9335.14
220:43,48.163720,-122.183180,210006,9351.05
220:43,48.163600,-122.183120,210007,9365.10
220:43,48.163480,-122.183060,210008,9379.15
220:43,48.163350,-122.183010,210009,9394.06
220:43,48.163220,-122.182970,210010,9408.81
220:43,48.163070,-122.182940,210011,9425.67
220:43,48.163013,-122.182933,210012,9431.97
220:43,48.162910,-122.182920,220002,9443.50
220:43,48.162550,-122.182910,220003,9483.55
220:43,48.162210,-122.182910,220004,9521.34
220:43,48.161890,-122.182920,220005,9556.91
220:43,48.161350,-122.182920,220006,9616.96
220:43,48.161000,-122.182920,220007,9655.85
220:43,48.160899,-122.182920,220008,9667.07
220:43,48.159810,-122.182920,230002,9788.19
220:43,48.159080,-122.182930,230003,9869.36
220:43,48.158360,-122.182930,230004,9949.40
220:43,48.158180,-122.182930,230005,9969.40
